"module name","license","repository"
"js-yaml@3.14.1","MIT","https://github.com/nodeca/js-yaml"
"jsdom@16.7.0","MIT","https://github.com/jsdom/jsdom"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"kleur@3.0.3","MIT","https://github.com/lukeed/kleur"
"leven@3.1.0","MIT","https://github.com/sindresorhus/leven"
"levn@0.3.0","MIT","https://github.com/gkz/levn"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@5.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.escaperegexp@4.1.2","MIT","https://github.com/lodash/lodash"
"lodash.groupby@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.isboolean@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.isfunction@3.0.9","MIT","https://github.com/lodash/lodash"
"lodash.isnil@4.0.0","MIT","https://github.com/lodash/lodash"
"lodash.isstring@4.0.1","MIT","https://github.com/lodash/lodash"
"lodash.isundefined@3.0.1","MIT","https://github.com/lodash/lodash"
"lodash.uniq@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@6.0.0","ISC","https://github.com/isaacs/node-lru-cache"
"make-dir@3.1.0","MIT","https://github.com/sindresorhus/make-dir"
"make-error@1.3.6","ISC","https://github.com/JsCommunity/make-error"
"makeerror@1.0.12","BSD-3-Clause","https://github.com/daaku/nodejs-makeerror"
"merge-stream@2.0.0","MIT","https://github.com/grncdr/merge-stream"
"micromatch@4.0.5","MIT","https://github.com/micromatch/micromatch"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"mime@2.6.0","MIT","https://github.com/broofa/mime"
"mimic-fn@2.1.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimatch@3.0.4","ISC","https://github.com/isaacs/minimatch"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.7","MIT","https://github.com/minimistjs/minimist"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"module-details-from-path@1.0.3","MIT","https://github.com/watson/module-details-from-path"
"moment@2.29.4","MIT","https://github.com/moment/moment"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"node-int64@0.4.0","MIT","https://github.com/broofa/node-int64"
"node-releases@2.0.10","MIT","https://github.com/chicoxyzzy/node-releases"
"node-releases@2.0.8","MIT","https://github.com/chicoxyzzy/node-releases"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin"
"npm-run-path@4.0.1","MIT","https://github.com/sindresorhus/npm-run-path"
"nwsapi@2.2.2","MIT","https://github.com/dperini/nwsapi"
"nwsapi@2.2.4","MIT","https://github.com/dperini/nwsapi"
"object-inspect@1.12.2","MIT","https://github.com/inspect-js/object-inspect"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"object.assign@4.1.4","MIT","https://github.com/ljharb/object.assign"
"object.getownpropertydescriptors@2.1.5","MIT","https://github.com/es-shims/object.getownpropertydescriptors"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"onetime@5.1.2","MIT","https://github.com/sindresorhus/onetime"
"optionator@0.8.3","MIT","https://github.com/gkz/optionator"
"p-limit@2.3.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@4.1.0","MIT","https://github.com/sindresorhus/p-locate"
"p-try@2.2.0","MIT","https://github.com/sindresorhus/p-try"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"parse5@6.0.1","MIT","https://github.com/inikulin/parse5"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"picocolors@1.0.0","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"pirates@4.0.5","MIT","https://github.com/danez/pirates"
"pkg-dir@4.2.0","MIT","https://github.com/sindresorhus/pkg-dir"
"prelude-ls@1.1.2","MIT","https://github.com/gkz/prelude-ls"
"pretty-format@27.5.1","MIT","https://github.com/facebook/jest"
"prompts@2.4.2","MIT","https://github.com/terkelg/prompts"
"psl@1.9.0","MIT","https://github.com/lupomontero/psl"
"punycode@1.3.2","MIT","https://github.com/bestiejs/punycode.js"
"punycode@2.2.0","MIT","https://github.com/bestiejs/punycode.js"
"punycode@2.3.0","MIT","https://github.com/mathiasbynens/punycode.js"
"querystring@0.2.0","MIT","https://github.com/Gozala/querystring"
"querystringify@2.2.0","MIT","https://github.com/unshiftio/querystringify"
"react-is@17.0.2","MIT","https://github.com/facebook/react"
"read-package-json@2.1.2","ISC","https://github.com/npm/read-package-json"
"read-package-tree@5.3.1","ISC","https://github.com/npm/read-package-tree"
"read-pkg-up@7.0.1","MIT","https://github.com/sindresorhus/read-pkg-up"
"read-pkg@5.2.0","MIT","https://github.com/sindresorhus/read-pkg"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules"
"realpath-native@2.0.0","MIT","https://github.com/SimenB/realpath-native"
"regexp.prototype.flags@1.4.3","MIT","https://github.com/es-shims/RegExp.prototype.flags"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"require-from-string@2.0.2","MIT","https://github.com/floatdrop/require-from-string"
"require-in-the-middle@5.2.0","MIT","https://github.com/elastic/require-in-the-middle"
"requires-port@1.0.0","MIT","https://github.com/unshiftio/requires-port"
"rescript@10.1.4","GPL-3.0*","https://github.com/rescript-lang/rescript-compiler"
"resolve-cwd@3.0.0","MIT","https://github.com/sindresorhus/resolve-cwd"
"resolve-from@5.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve.exports@1.1.1","MIT","https://github.com/lukeed/resolve.exports"
"resolve@1.1.7","MIT","https://github.com/substack/node-resolve"
"resolve@1.22.1","MIT","https://github.com/browserify/resolve"
"resolve@1.22.3","MIT","https://github.com/browserify/resolve"
"rimraf@3.0.2","ISC","https://github.com/isaacs/rimraf"
"safe-regex-test@1.0.0","MIT","https://github.com/ljharb/safe-regex-test"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"sax@1.2.1","ISC","https://github.com/isaacs/sax-js"
"saxes@5.0.1","ISC","https://github.com/lddubeau/saxes"
"semver@5.7.1","ISC","https://github.com/npm/node-semver"
"semver@6.3.0","ISC","https://github.com/npm/node-semver"
"semver@7.3.8","ISC","https://github.com/npm/node-semver"
"semver@7.4.0","ISC","https://github.com/npm/node-semver"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"shellwords@0.1.1","MIT","https://github.com/jimmycuadra/shellwords"
"shimmer@1.2.1","BSD-2-Clause","https://github.com/othiym23/shimmer"
"side-channel@1.0.4","MIT","https://github.com/ljharb/side-channel"
"signal-exit@3.0.3","ISC","https://github.com/tapjs/signal-exit"
"signal-exit@3.0.7","ISC","https://github.com/tapjs/signal-exit"
"sisteransi@1.0.5","MIT","https://github.com/terkelg/sisteransi"
"slash@3.0.0","MIT","https://github.com/sindresorhus/slash"
"sort-keys@3.0.0","MIT","https://github.com/sindresorhus/sort-keys"
"source-map-support@0.5.19","MIT","https://github.com/evanw/node-source-map-support"
"source-map-support@0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.7.4","BSD-3-Clause","https://github.com/mozilla/source-map"
"spdx-correct@3.1.1","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.3.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.12","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"spdx-license-ids@3.0.7","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"ssh2-streams@0.4.10","MIT","https://github.com/mscdex/ssh2-streams"
"ssh2@0.8.9","MIT","https://github.com/mscdex/ssh2"
"stack-utils@2.0.6","MIT","https://github.com/tapjs/stack-utils"
"streamsearch@0.1.2","MIT","https://github.com/mscdex/streamsearch"
"string-length@4.0.2","MIT","https://github.com/sindresorhus/string-length"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string.prototype.trimend@1.0.6","MIT","https://github.com/es-shims/String.prototype.trimEnd"
"string.prototype.trimstart@1.0.6","MIT","https://github.com/es-shims/String.prototype.trimStart"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-bom@4.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-final-newline@2.0.0","MIT","https://github.com/sindresorhus/strip-final-newline"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-color@8.1.1","MIT","https://github.com/chalk/supports-color"
"supports-hyperlinks@2.3.0","MIT","https://github.com/jamestalmage/supports-hyperlinks"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"symbol-tree@3.2.4","MIT","https://github.com/jsdom/js-symbol-tree"
"terminal-link@2.1.1","MIT","https://github.com/sindresorhus/terminal-link"
"test-exclude@6.0.0","ISC","https://github.com/istanbuljs/test-exclude"
"throat@6.0.2","MIT","https://github.com/ForbesLindesay/throat"
"tmpl@1.0.5","BSD-3-Clause","https://github.com/daaku/nodejs-tmpl"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"tough-cookie@4.1.2","BSD-3-Clause","https://github.com/salesforce/tough-cookie"
"tr46@2.1.0","MIT","https://github.com/jsdom/tr46"
"ts-node@10.9.1","MIT","https://github.com/TypeStrong/ts-node"
"ts-node@7.0.1","MIT","https://github.com/TypeStrong/ts-node"
"tweetnacl@0.14.5","Unlicense","https://github.com/dchest/tweetnacl-js"
"type-check@0.3.2","MIT","https://github.com/gkz/type-check"
"type-detect@4.0.8","MIT","https://github.com/chaijs/type-detect"
"type-fest@0.21.3","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-fest@0.4.1","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-fest@0.6.0","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-fest@0.8.1","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"typedarray-to-buffer@3.1.5","MIT","https://github.com/feross/typedarray-to-buffer"
"typescript@3.8.3","Apache-2.0","https://github.com/Microsoft/TypeScript"
"unbox-primitive@1.0.2","MIT","https://github.com/ljharb/unbox-primitive"
"universalify@0.2.0","MIT","https://github.com/RyanZim/universalify"
"upath@1.2.0","MIT","https://github.com/anodynos/upath"
"update-browserslist-db@1.0.10","MIT","https://github.com/browserslist/update-db"
"update-browserslist-db@1.0.11","MIT","https://github.com/browserslist/update-db"
"url-parse@1.5.10","MIT","https://github.com/unshiftio/url-parse"
"url@0.10.3","MIT","https://github.com/defunctzombie/node-url"
"util-promisify@2.1.0","MIT","https://github.com/juliangruber/util-promisify"
"util@0.12.5","MIT","https://github.com/browserify/node-util"
"uuid@3.4.0","MIT","https://github.com/uuidjs/uuid"
"uuid@8.0.0","MIT","https://github.com/uuidjs/uuid"
"v8-compile-cache-lib@3.0.1","MIT","https://github.com/cspotcode/v8-compile-cache-lib"
"v8-to-istanbul@8.1.1","ISC","https://github.com/istanbuljs/v8-to-istanbul"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
"w3c-hr-time@1.0.2","MIT","https://github.com/jsdom/w3c-hr-time"
"w3c-xmlserializer@2.0.0","MIT","https://github.com/jsdom/w3c-xmlserializer"
"walker@1.0.8","Apache-2.0","https://github.com/daaku/nodejs-walker"
"webidl-conversions@5.0.0","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"webidl-conversions@6.1.0","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"whatwg-encoding@1.0.5","MIT","https://github.com/jsdom/whatwg-encoding"
"whatwg-mimetype@2.3.0","MIT","https://github.com/jsdom/whatwg-mimetype"
"whatwg-url@8.7.0","MIT","https://github.com/jsdom/whatwg-url"
"which-boxed-primitive@1.0.2","MIT","https://github.com/inspect-js/which-boxed-primitive"
"which-typed-array@1.1.9","MIT","https://github.com/inspect-js/which-typed-array"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"word-wrap@1.2.3","MIT","https://github.com/jonschlinkert/word-wrap"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"write-file-atomic@3.0.3","ISC","https://github.com/npm/write-file-atomic"
"ws@7.5.9","MIT","https://github.com/websockets/ws"
"xml-name-validator@3.0.0","Apache-2.0","https://github.com/jsdom/xml-name-validator"
"xml2js@0.4.19","MIT","https://github.com/Leonidas-from-XIV/node-xml2js"
"xmlbuilder@9.0.7","MIT","https://github.com/oozcitak/xmlbuilder-js"
"xmlchars@2.2.0","MIT","https://github.com/lddubeau/xmlchars"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yargs-parser@20.2.9","ISC","https://github.com/yargs/yargs-parser"
"yargs@16.2.0","MIT","https://github.com/yargs/yargs"
"yn@2.0.0","MIT","https://github.com/sindresorhus/yn"
"yn@3.1.1","MIT","https://github.com/sindresorhus/yn"
